batch,tuned,dseed,mseed,dataset,model,best_params,mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
ABLATION_BATCH_SYNTH,False,2,1,small_world_u2000_i5000_sp0.02_ns0.1,HAGNUniform,,,synth,1.0,2.0,13.0,2.0,448132.0,8.16063117980957,3.4219326972961426,0.0079,0.0071,0.0124,0.0073,0.0095,0.0183,0.0215,0.0061,0.0056,0.059,0.1055
ABLATION_BATCH_SYNTH,False,2,12,small_world_u2000_i5000_sp0.02_ns0.1,HAGNUniform,,,synth,12.0,2.0,12.0,1.0,448132.0,6.958439826965332,0.0754010677337646,0.0068,0.005,0.0097,0.0057,0.0075,0.0149,0.0177,0.0051,0.0048,0.05,0.0915
ABLATION_BATCH_SYNTH,False,2,123,small_world_u2000_i5000_sp0.02_ns0.1,HAGNUniform,,,synth,123.0,2.0,13.0,2.0,448132.0,9.196796894073486,3.0009706020355225,0.0072,0.0061,0.0115,0.0067,0.0087,0.0174,0.0204,0.0057,0.0053,0.055,0.099
ABLATION_BATCH_SYNTH,False,3,1,small_world_u2000_i5000_sp0.02_ns0.1,HAGNUniform,,,synth,1.0,3.0,13.0,2.0,448132.0,7.423353672027588,0.1675238609313964,0.007,0.0051,0.0105,0.0058,0.0079,0.0147,0.0177,0.0053,0.0053,0.051,0.096
ABLATION_BATCH_SYNTH,False,3,12,small_world_u2000_i5000_sp0.02_ns0.1,HAGNUniform,,,synth,12.0,3.0,13.0,1.0,448132.0,7.155200958251953,0.0731885433197021,0.0067,0.0052,0.0111,0.0063,0.0086,0.0177,0.0212,0.0053,0.0054,0.052,0.1045
ABLATION_BATCH_SYNTH,False,3,123,small_world_u2000_i5000_sp0.02_ns0.1,HAGNUniform,,,synth,123.0,3.0,13.0,2.0,448132.0,7.146900653839111,0.0712819099426269,0.0069,0.0065,0.0124,0.0068,0.009,0.0167,0.0196,0.0064,0.0058,0.062,0.107
ABLATION_BATCH_SYNTH,False,1,1,small_world_u2000_i5000_sp0.02_ns0.2,ASLGCNSymmetric,,,synth,1.0,1.0,17.0,6.0,448129.0,9.62057399749756,0.0736939907073974,0.0115,0.0091,0.0166,0.01,0.0131,0.026,0.0303,0.0081,0.0078,0.079,0.145
ABLATION_BATCH_SYNTH,False,1,12,small_world_u2000_i5000_sp0.02_ns0.2,ASLGCNSymmetric,,,synth,12.0,1.0,19.0,8.0,448129.0,11.216227054595947,0.0746376514434814,0.0094,0.0076,0.0136,0.0086,0.011,0.0234,0.0267,0.0064,0.006,0.0625,0.112
ABLATION_BATCH_SYNTH,False,1,123,small_world_u2000_i5000_sp0.02_ns0.2,ASLGCNSymmetric,,,synth,123.0,1.0,19.0,8.0,448129.0,11.301919221878052,0.7505021095275879,0.0101,0.0106,0.0168,0.0115,0.0139,0.0304,0.0341,0.009,0.0075,0.087,0.1425
ABLATION_BATCH_SYNTH,False,2,1,small_world_u2000_i5000_sp0.02_ns0.2,ASLGCNSymmetric,,,synth,1.0,2.0,18.0,4.0,448129.0,11.516104221343994,0.0748331546783447,0.0103,0.0083,0.0161,0.0091,0.0123,0.0245,0.0288,0.0077,0.0075,0.0745,0.1385
ABLATION_BATCH_SYNTH,False,2,12,small_world_u2000_i5000_sp0.02_ns0.2,ASLGCNSymmetric,,,synth,12.0,2.0,18.0,7.0,448129.0,11.571990966796877,0.0749905109405517,0.0079,0.0077,0.016,0.0089,0.0122,0.0241,0.0283,0.0072,0.0073,0.069,0.133
ABLATION_BATCH_SYNTH,False,2,123,small_world_u2000_i5000_sp0.02_ns0.2,ASLGCNSymmetric,,,synth,123.0,2.0,19.0,7.0,448129.0,12.0151948928833,0.0761010646820068,0.0097,0.0088,0.0163,0.0096,0.0124,0.0249,0.029,0.0082,0.0075,0.0785,0.141
ABLATION_BATCH_SYNTH,False,3,1,small_world_u2000_i5000_sp0.02_ns0.2,ASLGCNSymmetric,,,synth,1.0,3.0,16.0,5.0,448129.0,12.622642278671265,3.2067224979400635,0.0089,0.0065,0.0132,0.0069,0.0096,0.0178,0.0214,0.0059,0.0059,0.0565,0.111
ABLATION_BATCH_SYNTH,False,3,12,small_world_u2000_i5000_sp0.02_ns0.2,ASLGCNSymmetric,,,synth,12.0,3.0,18.0,7.0,448129.0,14.199215650558472,0.6338562965393066,0.0095,0.0086,0.0159,0.0097,0.0126,0.0251,0.0296,0.008,0.0076,0.076,0.1415
ABLATION_BATCH_SYNTH,False,3,123,small_world_u2000_i5000_sp0.02_ns0.2,ASLGCNSymmetric,,,synth,123.0,3.0,17.0,6.0,448129.0,10.01959753036499,0.0740916728973388,0.01,0.0083,0.016,0.0097,0.0128,0.0266,0.0311,0.008,0.0077,0.0775,0.1435
ABLATION_BATCH_SYNTH,False,1,1,small_world_u2000_i5000_sp0.02_ns0.2,CSGCNNoWarmup,,,synth,1.0,1.0,14.0,3.0,448128.0,7.817659139633179,0.0733232498168945,0.0087,0.0075,0.0131,0.0078,0.0101,0.0199,0.0231,0.0066,0.006,0.0655,0.114
ABLATION_BATCH_SYNTH,False,1,12,small_world_u2000_i5000_sp0.02_ns0.2,CSGCNNoWarmup,,,synth,12.0,1.0,17.0,6.0,448128.0,9.571887969970703,0.0741417407989502,0.0115,0.0077,0.0131,0.0089,0.0109,0.0224,0.0254,0.007,0.0061,0.068,0.113
ABLATION_BATCH_SYNTH,False,1,123,small_world_u2000_i5000_sp0.02_ns0.2,CSGCNNoWarmup,,,synth,123.0,1.0,17.0,6.0,448128.0,9.671716690063477,0.0745894908905029,0.0087,0.0071,0.0123,0.0085,0.0105,0.0235,0.0267,0.0065,0.0057,0.063,0.109
ABLATION_BATCH_SYNTH,False,2,1,small_world_u2000_i5000_sp0.02_ns0.2,CSGCNNoWarmup,,,synth,1.0,2.0,16.0,5.0,448128.0,9.684966564178469,0.9900765419006348,0.01,0.0077,0.0147,0.0088,0.0115,0.0238,0.0279,0.0072,0.007,0.0705,0.1315
ABLATION_BATCH_SYNTH,False,2,12,small_world_u2000_i5000_sp0.02_ns0.2,CSGCNNoWarmup,,,synth,12.0,2.0,17.0,6.0,448128.0,9.556755781173706,0.0751223564147949,0.0094,0.007,0.0138,0.0085,0.011,0.0239,0.0279,0.007,0.0067,0.07,0.129
ABLATION_BATCH_SYNTH,False,2,123,small_world_u2000_i5000_sp0.02_ns0.2,CSGCNNoWarmup,,,synth,123.0,2.0,17.0,6.0,448128.0,10.637800931930542,0.974820613861084,0.0094,0.0073,0.0161,0.0079,0.0115,0.0208,0.0254,0.007,0.0072,0.0665,0.1345
ABLATION_BATCH_SYNTH,False,3,1,small_world_u2000_i5000_sp0.02_ns0.2,CSGCNNoWarmup,,,synth,1.0,3.0,15.0,4.0,448128.0,8.900474071502686,0.9039034843444824,0.0075,0.008,0.0142,0.0086,0.011,0.0227,0.0263,0.0068,0.0062,0.0675,0.12
ABLATION_BATCH_SYNTH,False,3,12,small_world_u2000_i5000_sp0.02_ns0.2,CSGCNNoWarmup,,,synth,12.0,3.0,16.0,4.0,448128.0,10.060811042785645,0.9540009498596193,0.009,0.007,0.0129,0.0077,0.01,0.0197,0.0235,0.0066,0.0061,0.0655,0.1195
ABLATION_BATCH_SYNTH,False,3,123,small_world_u2000_i5000_sp0.02_ns0.2,CSGCNNoWarmup,,,synth,123.0,3.0,16.0,4.0,448128.0,9.035567045211792,0.0764317512512207,0.0085,0.0093,0.0158,0.01,0.0124,0.0256,0.0293,0.0084,0.0073,0.083,0.139
ABLATION_BATCH_SYNTH,False,1,1,small_world_u2000_i5000_sp0.02_ns0.2,HAGNFixed,,,synth,1.0,1.0,13.0,2.0,448132.0,7.227330684661865,0.0730655193328857,0.0063,0.0065,0.0111,0.0074,0.0091,0.0188,0.0214,0.0058,0.0051,0.056,0.0935
ABLATION_BATCH_SYNTH,False,1,12,small_world_u2000_i5000_sp0.02_ns0.2,HAGNFixed,,,synth,12.0,1.0,14.0,2.0,448132.0,7.607219934463501,0.0716664791107177,0.0056,0.0044,0.0079,0.0051,0.0064,0.0137,0.0159,0.0043,0.004,0.0425,0.077
ABLATION_BATCH_SYNTH,False,1,123,small_world_u2000_i5000_sp0.02_ns0.2,HAGNFixed,,,synth,123.0,1.0,14.0,3.0,448132.0,8.282732725143433,2.874117374420166,0.0063,0.0043,0.01,0.0056,0.0077,0.0164,0.0192,0.0045,0.0046,0.045,0.0865
ABLATION_BATCH_SYNTH,False,2,1,small_world_u2000_i5000_sp0.02_ns0.2,HAGNFixed,,,synth,1.0,2.0,14.0,3.0,448132.0,7.866395235061645,0.0734524726867675,0.0054,0.0048,0.0092,0.0053,0.0073,0.0141,0.0169,0.0044,0.0044,0.0435,0.0855
ABLATION_BATCH_SYNTH,False,2,12,small_world_u2000_i5000_sp0.02_ns0.2,HAGNFixed,,,synth,12.0,2.0,13.0,2.0,448132.0,7.322865962982178,0.0736539363861084,0.007,0.0046,0.0097,0.0053,0.0072,0.0149,0.0175,0.0049,0.0046,0.0485,0.0895
ABLATION_BATCH_SYNTH,False,2,123,small_world_u2000_i5000_sp0.02_ns0.2,HAGNFixed,,,synth,123.0,2.0,13.0,2.0,448132.0,7.884963035583496,0.0777478218078613,0.0065,0.0055,0.0108,0.0058,0.0081,0.0147,0.0181,0.005,0.0051,0.0505,0.1
ABLATION_BATCH_SYNTH,False,3,1,small_world_u2000_i5000_sp0.02_ns0.2,HAGNFixed,,,synth,1.0,3.0,13.0,2.0,448132.0,7.956027269363403,0.0750219821929931,0.0066,0.0055,0.0109,0.0057,0.0081,0.0144,0.0178,0.005,0.0051,0.05,0.0995
ABLATION_BATCH_SYNTH,False,3,12,small_world_u2000_i5000_sp0.02_ns0.2,HAGNFixed,,,synth,12.0,3.0,14.0,3.0,448132.0,7.604777812957764,0.0721893310546875,0.006,0.0052,0.0096,0.0062,0.0079,0.017,0.0199,0.0049,0.0048,0.0475,0.091
ABLATION_BATCH_SYNTH,False,3,123,small_world_u2000_i5000_sp0.02_ns0.2,HAGNFixed,,,synth,123.0,3.0,13.0,2.0,448132.0,8.487255573272705,0.083991527557373,0.0056,0.0057,0.0103,0.0057,0.0076,0.0136,0.0163,0.0051,0.0048,0.0515,0.092
ABLATION_BATCH_SYNTH,False,1,1,small_world_u2000_i5000_sp0.02_ns0.2,HAGNGlobal,,,synth,1.0,1.0,12.0,1.0,448129.0,6.674689054489136,0.0722579956054687,0.0078,0.0054,0.0102,0.0066,0.0084,0.0182,0.0212,0.0052,0.005,0.0505,0.094
ABLATION_BATCH_SYNTH,False,1,12,small_world_u2000_i5000_sp0.02_ns0.2,HAGNGlobal,,,synth,12.0,1.0,14.0,3.0,448129.0,8.560344219207764,0.07672119140625,0.0071,0.0071,0.012,0.0084,0.0101,0.0231,0.026,0.0069,0.0057,0.067,0.1095
ABLATION_BATCH_SYNTH,False,1,123,small_world_u2000_i5000_sp0.02_ns0.2,HAGNGlobal,,,synth,123.0,1.0,14.0,3.0,448129.0,8.26581335067749,2.8823983669281006,0.0075,0.0064,0.0135,0.0068,0.0097,0.0166,0.0208,0.0058,0.0064,0.056,0.12
ABLATION_BATCH_SYNTH,False,2,1,small_world_u2000_i5000_sp0.02_ns0.2,HAGNGlobal,,,synth,1.0,2.0,14.0,3.0,448129.0,7.959512233734131,0.0741069316864013,0.0079,0.0065,0.0122,0.008,0.0102,0.0217,0.0249,0.0064,0.006,0.062,0.11
ABLATION_BATCH_SYNTH,False,2,12,small_world_u2000_i5000_sp0.02_ns0.2,HAGNGlobal,,,synth,12.0,2.0,14.0,3.0,448129.0,8.931267738342285,3.477041006088257,0.0078,0.0063,0.0116,0.0075,0.0096,0.0199,0.0232,0.0061,0.0056,0.0595,0.1075
ABLATION_BATCH_SYNTH,False,2,123,small_world_u2000_i5000_sp0.02_ns0.2,HAGNGlobal,,,synth,123.0,2.0,13.0,2.0,448129.0,7.901270627975464,0.0762534141540527,0.0073,0.0073,0.0127,0.0074,0.0095,0.0188,0.0217,0.0062,0.0055,0.061,0.104
ABLATION_BATCH_SYNTH,False,3,1,small_world_u2000_i5000_sp0.02_ns0.2,HAGNGlobal,,,synth,1.0,3.0,14.0,3.0,448129.0,8.641558170318604,0.077211856842041,0.008,0.0059,0.0118,0.0066,0.0091,0.0173,0.021,0.0057,0.0058,0.0565,0.1115
ABLATION_BATCH_SYNTH,False,3,12,small_world_u2000_i5000_sp0.02_ns0.2,HAGNGlobal,,,synth,12.0,3.0,14.0,3.0,448129.0,9.12984561920166,2.2940361499786377,0.0084,0.0067,0.0125,0.0073,0.0093,0.018,0.0212,0.0067,0.0061,0.0645,0.1115
ABLATION_BATCH_SYNTH,False,3,123,small_world_u2000_i5000_sp0.02_ns0.2,HAGNGlobal,,,synth,123.0,3.0,15.0,4.0,448129.0,8.450799465179443,0.0728638172149658,0.0073,0.0065,0.0118,0.0073,0.0092,0.0192,0.0222,0.0061,0.0054,0.0605,0.103
ABLATION_BATCH_SYNTH,False,1,1,small_world_u2000_i5000_sp0.02_ns0.2,HAGNUniform,,,synth,1.0,1.0,14.0,3.0,448132.0,8.918830394744873,2.4301435947418213,0.0067,0.0052,0.0101,0.0057,0.0077,0.0148,0.0177,0.0052,0.0051,0.0515,0.0945
ABLATION_BATCH_SYNTH,False,1,12,small_world_u2000_i5000_sp0.02_ns0.2,HAGNUniform,,,synth,12.0,1.0,14.0,3.0,448132.0,7.78037691116333,0.0735251903533935,0.0064,0.0045,0.0084,0.0056,0.0072,0.0166,0.0192,0.0043,0.0042,0.043,0.082
ABLATION_BATCH_SYNTH,False,1,123,small_world_u2000_i5000_sp0.02_ns0.2,HAGNUniform,,,synth,123.0,1.0,13.0,2.0,448132.0,7.652009010314941,2.589533567428589,0.0065,0.0059,0.0106,0.0062,0.0081,0.0148,0.0173,0.0055,0.0048,0.053,0.091
ABLATION_BATCH_SYNTH,False,2,1,small_world_u2000_i5000_sp0.02_ns0.2,HAGNUniform,,,synth,1.0,2.0,14.0,3.0,448132.0,8.037111759185791,0.0739169120788574,0.0072,0.0064,0.011,0.0071,0.0086,0.0185,0.0212,0.0063,0.0052,0.0605,0.0995
ABLATION_BATCH_SYNTH,False,2,12,small_world_u2000_i5000_sp0.02_ns0.2,HAGNUniform,,,synth,12.0,2.0,13.0,2.0,448132.0,7.584920883178711,0.0743429660797119,0.0079,0.0071,0.0116,0.0074,0.0089,0.0182,0.0207,0.0063,0.0052,0.062,0.0995
ABLATION_BATCH_SYNTH,False,2,123,small_world_u2000_i5000_sp0.02_ns0.2,HAGNUniform,,,synth,123.0,2.0,13.0,2.0,448132.0,8.479948282241821,0.0802397727966308,0.0074,0.0054,0.0101,0.0058,0.0078,0.0153,0.0184,0.0049,0.0051,0.049,0.0955
ABLATION_BATCH_SYNTH,False,3,1,small_world_u2000_i5000_sp0.02_ns0.2,HAGNUniform,,,synth,1.0,3.0,14.0,3.0,448132.0,8.745912551879883,0.0785527229309082,0.0065,0.0047,0.0099,0.0057,0.0077,0.0151,0.0181,0.0048,0.0049,0.046,0.091
ABLATION_BATCH_SYNTH,False,3,12,small_world_u2000_i5000_sp0.02_ns0.2,HAGNUniform,,,synth,12.0,3.0,13.0,2.0,448132.0,7.467941761016846,0.0765082836151123,0.0068,0.0068,0.0114,0.0076,0.0093,0.0187,0.0215,0.0064,0.0054,0.062,0.104
ABLATION_BATCH_SYNTH,False,3,123,small_world_u2000_i5000_sp0.02_ns0.2,HAGNUniform,,,synth,123.0,3.0,14.0,3.0,448132.0,9.479696035385132,0.0982911586761474,0.0077,0.0048,0.0103,0.0052,0.0074,0.0126,0.0159,0.005,0.005,0.049,0.0985
ABLATION_BATCH_SYNTH,False,1,1,small_world_u2000_i5000_sp0.05_ns0.1,ASLGCNSymmetric,,,synth,1.0,1.0,41.0,30.0,448129.0,66.4312059879303,0.0819661617279052,0.0119,0.005,0.0095,0.0127,0.0127,0.0372,0.0434,0.0122,0.0117,0.1165,0.209
ABLATION_BATCH_SYNTH,False,1,12,small_world_u2000_i5000_sp0.05_ns0.1,ASLGCNSymmetric,,,synth,12.0,1.0,41.0,30.0,448129.0,59.85226202011109,0.0766370296478271,0.0115,0.0045,0.0085,0.0122,0.0121,0.0356,0.042,0.0118,0.0114,0.1105,0.207
ABLATION_BATCH_SYNTH,False,1,123,small_world_u2000_i5000_sp0.05_ns0.1,ASLGCNSymmetric,,,synth,123.0,1.0,51.0,40.0,448129.0,74.73710083961487,0.0762391090393066,0.0122,0.0049,0.009,0.0123,0.0122,0.0352,0.0411,0.012,0.0111,0.112,0.198
ABLATION_BATCH_SYNTH,False,2,1,small_world_u2000_i5000_sp0.05_ns0.1,ASLGCNSymmetric,,,synth,1.0,2.0,15.0,3.0,448129.0,22.456473350524902,0.0772502422332763,0.0096,0.0037,0.0074,0.0093,0.0096,0.0264,0.0316,0.0094,0.0092,0.0905,0.1675
ABLATION_BATCH_SYNTH,False,2,12,small_world_u2000_i5000_sp0.05_ns0.1,ASLGCNSymmetric,,,synth,12.0,2.0,44.0,33.0,448129.0,64.82835173606873,0.0766553878784179,0.014,0.0045,0.0094,0.0115,0.0121,0.0328,0.0392,0.0113,0.0113,0.1045,0.1995
ABLATION_BATCH_SYNTH,False,2,123,small_world_u2000_i5000_sp0.05_ns0.1,ASLGCNSymmetric,,,synth,123.0,2.0,45.0,27.0,448129.0,68.38079786300659,2.946131706237793,0.0123,0.0046,0.0085,0.0115,0.0115,0.0317,0.0374,0.0119,0.011,0.1155,0.1995
ABLATION_BATCH_SYNTH,False,3,1,small_world_u2000_i5000_sp0.05_ns0.1,ASLGCNSymmetric,,,synth,1.0,3.0,14.0,3.0,448129.0,22.803746938705444,1.610229730606079,0.0106,0.0037,0.0076,0.0091,0.0098,0.026,0.032,0.0092,0.0095,0.0885,0.1765
ABLATION_BATCH_SYNTH,False,3,12,small_world_u2000_i5000_sp0.05_ns0.1,ASLGCNSymmetric,,,synth,12.0,3.0,13.0,2.0,448129.0,19.161516666412357,0.0759978294372558,0.0095,0.0039,0.0073,0.01,0.01,0.029,0.0342,0.01,0.0094,0.097,0.1745
ABLATION_BATCH_SYNTH,False,3,123,small_world_u2000_i5000_sp0.05_ns0.1,ASLGCNSymmetric,,,synth,123.0,3.0,51.0,28.0,448129.0,91.92572355270386,3.6065635681152335,0.0127,0.0044,0.0083,0.0116,0.0116,0.0338,0.0396,0.0114,0.0108,0.1075,0.193
ABLATION_BATCH_SYNTH,False,1,1,small_world_u2000_i5000_sp0.05_ns0.1,CSGCNNoWarmup,,,synth,1.0,1.0,14.0,3.0,448128.0,19.92407321929932,0.0753974914550781,0.0091,0.0037,0.0071,0.0092,0.0095,0.0264,0.0317,0.009,0.0089,0.0855,0.1625
ABLATION_BATCH_SYNTH,False,1,12,small_world_u2000_i5000_sp0.05_ns0.1,CSGCNNoWarmup,,,synth,12.0,1.0,14.0,3.0,448128.0,22.85942053794861,0.8628020286560059,0.0088,0.0033,0.0069,0.0088,0.0093,0.0254,0.031,0.0086,0.0089,0.083,0.1635
ABLATION_BATCH_SYNTH,False,1,123,small_world_u2000_i5000_sp0.05_ns0.1,CSGCNNoWarmup,,,synth,123.0,1.0,15.0,4.0,448128.0,21.420980215072632,0.1746096611022949,0.0096,0.0034,0.0071,0.0087,0.0095,0.0255,0.0315,0.0085,0.0091,0.0815,0.1695
ABLATION_BATCH_SYNTH,False,2,1,small_world_u2000_i5000_sp0.05_ns0.1,CSGCNNoWarmup,,,synth,1.0,2.0,14.0,3.0,448128.0,20.975382089614868,0.1254463195800781,0.0095,0.0036,0.0074,0.0099,0.0099,0.0292,0.0342,0.0093,0.009,0.0875,0.1615
ABLATION_BATCH_SYNTH,False,2,12,small_world_u2000_i5000_sp0.05_ns0.1,CSGCNNoWarmup,,,synth,12.0,2.0,16.0,5.0,448128.0,23.10816216468811,0.0738487243652343,0.011,0.0031,0.0064,0.008,0.0085,0.0231,0.0281,0.0081,0.0081,0.079,0.1525
ABLATION_BATCH_SYNTH,False,2,123,small_world_u2000_i5000_sp0.05_ns0.1,CSGCNNoWarmup,,,synth,123.0,2.0,14.0,3.0,448128.0,20.81395435333252,0.1289913654327392,0.0088,0.0036,0.0074,0.0102,0.0105,0.0311,0.0365,0.0094,0.0095,0.089,0.1685
ABLATION_BATCH_SYNTH,False,3,1,small_world_u2000_i5000_sp0.05_ns0.1,CSGCNNoWarmup,,,synth,1.0,3.0,13.0,2.0,448128.0,18.645102500915527,0.0769884586334228,0.0094,0.0039,0.0073,0.0095,0.0099,0.027,0.0321,0.0096,0.0093,0.092,0.1675
ABLATION_BATCH_SYNTH,False,3,12,small_world_u2000_i5000_sp0.05_ns0.1,CSGCNNoWarmup,,,synth,12.0,3.0,15.0,4.0,448128.0,21.523949146270752,0.0738675594329834,0.0118,0.0041,0.0074,0.0102,0.0101,0.0295,0.0348,0.0102,0.0095,0.098,0.1785
ABLATION_BATCH_SYNTH,False,3,123,small_world_u2000_i5000_sp0.05_ns0.1,CSGCNNoWarmup,,,synth,123.0,3.0,14.0,3.0,448128.0,20.497435808181763,0.0758521556854248,0.0108,0.0038,0.0073,0.01,0.0102,0.0276,0.033,0.0101,0.0097,0.094,0.1755
ABLATION_BATCH_SYNTH,False,1,1,small_world_u2000_i5000_sp0.05_ns0.1,HAGNFixed,,,synth,1.0,1.0,12.0,1.0,448132.0,16.545000553131104,0.0745859146118164,0.0076,0.0035,0.0061,0.0081,0.0079,0.022,0.0257,0.0086,0.0076,0.0825,0.137
ABLATION_BATCH_SYNTH,False,1,12,small_world_u2000_i5000_sp0.05_ns0.1,HAGNFixed,,,synth,12.0,1.0,55.0,44.0,448132.0,78.39804124832153,0.0773983001708984,0.0104,0.0047,0.0082,0.0122,0.0116,0.0366,0.0414,0.0113,0.0101,0.106,0.1755
ABLATION_BATCH_SYNTH,False,1,123,small_world_u2000_i5000_sp0.05_ns0.1,HAGNFixed,,,synth,123.0,1.0,12.0,1.0,448132.0,17.013991594314575,0.0777170658111572,0.0081,0.0034,0.0066,0.0088,0.0089,0.0255,0.0301,0.0087,0.0084,0.084,0.1535
ABLATION_BATCH_SYNTH,False,2,1,small_world_u2000_i5000_sp0.05_ns0.1,HAGNFixed,,,synth,1.0,2.0,12.0,1.0,448132.0,16.997541904449463,0.0623354911804199,0.0079,0.0034,0.0062,0.0084,0.0085,0.0261,0.0305,0.0078,0.0077,0.0765,0.142
ABLATION_BATCH_SYNTH,False,2,12,small_world_u2000_i5000_sp0.05_ns0.1,HAGNFixed,,,synth,12.0,2.0,63.0,48.0,448132.0,98.19527769088744,0.079472541809082,0.0118,0.0038,0.0072,0.0096,0.0098,0.0276,0.0326,0.0096,0.0093,0.0935,0.1665
ABLATION_BATCH_SYNTH,False,2,123,small_world_u2000_i5000_sp0.05_ns0.1,HAGNFixed,,,synth,123.0,2.0,12.0,1.0,448132.0,16.822420358657837,0.0620419979095459,0.008,0.0035,0.0063,0.0086,0.0085,0.0244,0.0287,0.0085,0.0077,0.0795,0.1435
ABLATION_BATCH_SYNTH,False,3,1,small_world_u2000_i5000_sp0.05_ns0.1,HAGNFixed,,,synth,1.0,3.0,12.0,1.0,448132.0,18.55152153968811,0.0638320446014404,0.0079,0.0029,0.006,0.0071,0.0078,0.019,0.024,0.0075,0.0079,0.073,0.1465
ABLATION_BATCH_SYNTH,False,3,12,small_world_u2000_i5000_sp0.05_ns0.1,HAGNFixed,,,synth,12.0,3.0,13.0,2.0,448132.0,18.85345578193665,0.078376293182373,0.0084,0.0034,0.0063,0.0088,0.0086,0.0261,0.0303,0.0085,0.008,0.084,0.148
ABLATION_BATCH_SYNTH,False,3,123,small_world_u2000_i5000_sp0.05_ns0.1,HAGNFixed,,,synth,123.0,3.0,12.0,1.0,448132.0,19.54751658439636,3.294193744659424,0.0092,0.0034,0.0064,0.0085,0.0085,0.0243,0.0287,0.0085,0.0079,0.0825,0.148
ABLATION_BATCH_SYNTH,False,1,1,small_world_u2000_i5000_sp0.05_ns0.1,HAGNGlobal,,,synth,1.0,1.0,13.0,1.0,448129.0,18.35753273963928,0.0756270885467529,0.0085,0.0035,0.0068,0.0091,0.0093,0.0267,0.0317,0.0086,0.0085,0.0815,0.155
ABLATION_BATCH_SYNTH,False,1,12,small_world_u2000_i5000_sp0.05_ns0.1,HAGNGlobal,,,synth,12.0,1.0,12.0,1.0,448129.0,16.986385822296143,0.0754902362823486,0.0091,0.003,0.0058,0.008,0.0082,0.0232,0.0279,0.0078,0.0076,0.075,0.143
ABLATION_BATCH_SYNTH,False,1,123,small_world_u2000_i5000_sp0.05_ns0.1,HAGNGlobal,,,synth,123.0,1.0,12.0,1.0,448129.0,17.038307666778564,0.0611789226531982,0.0077,0.0029,0.0055,0.0072,0.0074,0.0208,0.025,0.007,0.0069,0.0655,0.126
ABLATION_BATCH_SYNTH,False,2,1,small_world_u2000_i5000_sp0.05_ns0.1,HAGNGlobal,,,synth,1.0,2.0,13.0,2.0,448129.0,18.108612537384037,0.0761709213256836,0.0087,0.0027,0.0058,0.0066,0.0074,0.0185,0.0234,0.0066,0.0072,0.064,0.137
ABLATION_BATCH_SYNTH,False,2,12,small_world_u2000_i5000_sp0.05_ns0.1,HAGNGlobal,,,synth,12.0,2.0,12.0,1.0,448129.0,16.941222190856934,0.0773067474365234,0.0085,0.0031,0.0062,0.0077,0.0081,0.0213,0.026,0.0078,0.0078,0.073,0.1435
ABLATION_BATCH_SYNTH,False,2,123,small_world_u2000_i5000_sp0.05_ns0.1,HAGNGlobal,,,synth,123.0,2.0,38.0,27.0,448129.0,53.04193592071533,0.0775842666625976,0.011,0.0038,0.0077,0.0102,0.0104,0.0311,0.0367,0.0096,0.0096,0.0915,0.1735
ABLATION_BATCH_SYNTH,False,3,1,small_world_u2000_i5000_sp0.05_ns0.1,HAGNGlobal,,,synth,1.0,3.0,13.0,2.0,448129.0,20.322555780410767,0.0780956745147705,0.0089,0.0029,0.006,0.0073,0.0079,0.0211,0.0258,0.0072,0.0075,0.069,0.1385
ABLATION_BATCH_SYNTH,False,3,12,small_world_u2000_i5000_sp0.05_ns0.1,HAGNGlobal,,,synth,12.0,3.0,13.0,2.0,448129.0,18.93708348274231,0.0779840946197509,0.0095,0.0034,0.0063,0.0084,0.0084,0.0239,0.0281,0.0084,0.0078,0.0795,0.1425
ABLATION_BATCH_SYNTH,False,3,123,small_world_u2000_i5000_sp0.05_ns0.1,HAGNGlobal,,,synth,123.0,3.0,43.0,27.0,448129.0,75.18642497062683,3.123032808303833,0.0099,0.0039,0.0071,0.0101,0.01,0.028,0.033,0.0105,0.0097,0.101,0.1735
ABLATION_BATCH_SYNTH,False,1,1,small_world_u2000_i5000_sp0.05_ns0.1,HAGNUniform,,,synth,1.0,1.0,12.0,1.0,448132.0,17.119997262954712,0.0778419971466064,0.0087,0.0031,0.0057,0.0075,0.0076,0.0217,0.0256,0.0074,0.0071,0.0735,0.133
ABLATION_BATCH_SYNTH,False,1,12,small_world_u2000_i5000_sp0.05_ns0.1,HAGNUniform,,,synth,12.0,1.0,12.0,1.0,448132.0,17.405134201049805,0.0782637596130371,0.0087,0.0031,0.0065,0.0077,0.0083,0.0213,0.0264,0.008,0.0083,0.078,0.154
ABLATION_BATCH_SYNTH,False,1,123,small_world_u2000_i5000_sp0.05_ns0.1,HAGNUniform,,,synth,123.0,1.0,13.0,2.0,448132.0,18.864770889282227,0.079033613204956,0.0084,0.0031,0.0056,0.0082,0.0079,0.0236,0.0273,0.008,0.0071,0.0745,0.1295
